state,key,value
RJ,alwar,144
RJ,amber (chomu),1423
RJ,amet,2908
RJ,anupgarh (e),1498
RJ,anupgarh (w) (gharsana),1506
RJ,asind,1480
RJ,aspur,2967
RJ,atru,7451
RJ,bagidora,2968
RJ,bali (n),2933
RJ,bali (s),2938
RJ,bamanwas,7467
RJ,banera,1487
RJ,bansur,1461
RJ,banswara,2962
RJ,baran,7453
RJ,bari,5647
RJ,barisadri,1473
RJ,barmer (e) (gudda),2983
RJ,barmer (n) (kanot),2902
RJ,barmer (s) sindari,2984
RJ,"barmer (sw) 
(dhorimanna)",2986
RJ,barmer (w) (ramsar),2985
RJ,barmer(c),2982
RJ,baseri,5646
RJ,bassi,1429
RJ,baswa (bandikui),1420
RJ,bayana,5648
RJ,beawar,1462
RJ,begun(n),1474
RJ,begun(s) (rawatbhata),1475
RJ,behror,1494
RJ,bhadra,1504
RJ,bharatpur,5644
RJ,bhilwara,1482
RJ,bhim (n),2951
RJ,bhim (s) (dawer),2909
RJ,bhinmal (n),2969
RJ,bhinmal (s) (jasawantpura),2990
RJ,bikaner (e) (jamsar),1522
RJ,bikaner (n) (chhatargarh),1520
RJ,bikaner (s),151
RJ,bikaner (w) (poogal),1523
RJ,bikaner(c) (jaimalsar),1521
RJ,bilara (n) (bhopalgarh),2920
RJ,bilara (s) (piparcity),2930
RJ,bonli,7466
RJ,bundi,747
RJ,chhabra,7452
RJ,chhipaborad,7454
RJ,chirawa,1596
RJ,chittorgarh,1472
RJ,chohtan (n),2989
RJ,chohtan (s) (gangasar),2903
RJ,churu,1562
RJ,dantara,1577
RJ,"dantaramgarh (e) 
(shyamji)",1576
RJ,dausa,1427
RJ,deedwana,1580
RJ,deeg,5641
RJ,degana,1587
RJ,deogarh,2904
RJ,deoli,1434
RJ,desuri (rani),2934
RJ,dhariawad,2950
RJ,dholpur,5642
RJ,digod (sultanpur),7455
RJ,dudu,1428
RJ,dungarpur,2964
RJ,dungla,1470
RJ,fat,1571
RJ,gangapur,7463
RJ,gangdhar,7435
RJ,gerhi (partapur),2963
RJ,ghatol,2961
RJ,girwa (udaipur),294
RJ,gogunda,2956
RJ,hanumangarh,1552
RJ,hindaun,7469
RJ,hindoli,7436
RJ,hurda (gulabpura),1483
RJ,jahazpur,1485
RJ,jaipur,141
RJ,jaisalmer-1 (ramgarh),2991
RJ,jaisalmer-10 (khuri),3014
RJ,jaisalmer-11 (jaisalmer),2992
RJ,jaisalmer-12 (devikot),2993
RJ,jaisalmer-13 (myajlar),3015
RJ,"jaisalmer-14 
(jheenjaniyali)",3016
RJ,jaisalmer-2 (sadhna),3018
RJ,jaisalmer-3 (nehdai),2999
RJ,jaisalmer-4 (shahgarh),3010
RJ,jaisalmer-5 (khuiyals),2998
RJ,jaisalmer-6 (pasewar),3011
RJ,jaisalmer-7 (mohargarh),2997
RJ,jaisalmer-8 (mehsana),3012
RJ,jaisalmer-9 (dhanaua),3013
RJ,jaitaran,2939
RJ,jalore,2973
RJ,jalore (w) (sayla),2977
RJ,jamwa-ramgarh (achrol),1426
RJ,jayal,1583
RJ,jhadol,2959
RJ,jhalawar,7432
RJ,jhunjhunu (n) (bissau),1595
RJ,jhunjhunu (s),1592
RJ,jodhpur (e),291
RJ,jodhpur (w) (jhanwar),2931
RJ,kaman,5640
RJ,kapasan,1476
RJ,karauli,7464
RJ,kekri (e),1467
RJ,kekri (w) (bhinai),1466
RJ,keshoraipatan (patan),7438
RJ,khandar,7468
RJ,khanpur,7430
RJ,kherwara,2907
RJ,khetri,1593
RJ,"kishanganj 
(bhanwargarh)",7456
RJ,"kishangarh (n) 
(roopangarh)",1497
RJ,kishangarh (s),1463
RJ,kishangarhbas (khairthal),1460
RJ,kolayat-i (goddo),1533
RJ,kolayat-ii,1534
RJ,kolayat-iii (bajju),1535
RJ,kolayat-iv (daitra),1536
RJ,kotputli,1421
RJ,kotra,2958
RJ,kotri,1488
RJ,"kumbalgarh 
(charbhujaji)",2954
RJ,kushalgarh,2965
RJ,ladnun,1581
RJ,ladpu,744
RJ,lalsot,1431
RJ,laxma,1573
RJ,laxmangar,1570
RJ,laxmangarh (kherli),1492
RJ,lunkaransar-i (kanholi),1529
RJ,lunkaransar-ii (mahajan),1526
RJ,"lunkaransar-iii 
(rajasarb)",1527
RJ,lunkaransar-iv,1528
RJ,mahuwa,7461
RJ,malpura,1437
RJ,malvi (fatehnagar),2955
RJ,mandal,1486
RJ,mandalgarh,1489
RJ,mandawar,1495
RJ,mangrol,7457
RJ,marwar-jn,2935
RJ,merta (e),1590
RJ,merta (w),1591
RJ,nadbai,5643
RJ,"nagaur (e) (mundwa 
marwar)",1584
RJ,nagaur (n),1582
RJ,nagaur (w) (khinwsar),1585
RJ,nainwa,7437
RJ,nasirabad,1491
RJ,nathdwara,2953
RJ,nawa (kuchamancity),1586
RJ,neem,1574
RJ,newai,1438
RJ,nimbahera,1477
RJ,nohar (e),1555
RJ,nohar (w) (jedasar),1502
RJ,nohar(c) (rawatsar),1537
RJ,nokha (e),1531
RJ,nokha (w) (nathusar),1532
RJ,osian (e) (dhanwara),2927
RJ,osian (n),2922
RJ,osian (s) (mathania),2926
RJ,pachpadra (e) (korna),2980
RJ,pachpadra (w) (balotra),2988
RJ,pachpahar (bhawanimandi),7433
RJ,padampur,1505
RJ,pali (n) (rohat),2936
RJ,pali (s),2932
RJ,parbatsar (n) (makrana),1588
RJ,parbatsar (s),1589
RJ,phagi,1430
RJ,phalodi (e) (lohawat),2923
RJ,phalodi (n) (bap),2921
RJ,phalodi (s),2925
RJ,phalodi (w) (baroo),2924
RJ,phulera (e) (renwal),1424
RJ,phulera (w) (sambhar),1425
RJ,pindwara,2971
RJ,pipalda (sumerganj mandi),7458
RJ,pirawa (raipur),7434
RJ,pokran-1 (nachna),2995
RJ,pokran-2 (madasar),3017
RJ,pokran-3 (loharki),2996
RJ,pokran-4 (pokran),2994
RJ,pokran-5 (phalsoond),3019
RJ,pratapgarh (n),1478
RJ,pratapgarh (s) (arnod),1479
RJ,raipur,1481:2937
RJ,raisinghnagar,1507
RJ,rajgarh,1464:1559
RJ,rajsamand (kankorli),2952
RJ,ramganj mandi,7459
RJ,ramgarh,1468
RJ,rashmi,1471
RJ,ratangarh,1567
RJ,reodar,2975
RJ,rupbas,5645
RJ,sadulshahar,1503
RJ,sagwara,2966
RJ,sahabad,7460
RJ,salumber,2906
RJ,sanchore (e),2979
RJ,sanchore (w) (hadecha),2970
RJ,sangaria,1499
RJ,sangod,7450
RJ,sapotra,7465
RJ,sarada (chawand),2905
RJ,"sardarshahar (n)- 
jaitsisar",1563
RJ,sardarshahar (s),1564
RJ,sarwar,1496
RJ,sawaimadhopur,7462
RJ,shahapura,1484
RJ,sheo (e),2987
RJ,sheo (w) (harsani),2981
RJ,sheoganj (posaliyan),2976
RJ,shergarh (n) (balesar),2929
RJ,shergarh (n) (deechu),2928
RJ,sikar,1572
RJ,sirohi,2972
RJ,siwana (e) (samdari),2900
RJ,siwana (w),2901
RJ,sojat (sojat-city),2960
RJ,sridungargarh (n)- dungargh,1565
RJ,"sridungargarh (s) 
(sudsar)",1566
RJ,sriganganagar,154
RJ,srikaranpur,1501
RJ,srimadhopur,1575
RJ,sujangarh (e),1568
RJ,sujangarh (w) (lalgarh),1569
RJ,sujangarh(c) (bidasar),1560
RJ,"suratgarh (n) 
(goluwala)",1508
RJ,suratgarh (s),1509
RJ,taranagar,1561
RJ,thanaghazi,1465
RJ,tibbi,1539
RJ,tijara (n) (bhiwadi),1493
RJ,tijara (s),1469
RJ,todaraisingh,1433
RJ,tonk (n) (piploo),1435
RJ,tonk (s),1432
RJ,udaipurwati,1594
RJ,uniayara,1436
RJ,vallabhnagar,2957
RJ,viratnagar (shahpura),1422
TN,ambasamudram,4634
TN,anamalai,4253
TN,arakandanallur,4153
TN,arantangi,4371
TN,aravakurichi,4320
TN,ariyalur,4329
TN,arkonam,4177
TN,arni,4173
TN,aruppukottai,4566
TN,attur,4282
TN,avanashi,4296
TN,batlagundu,4543
TN,bhavani,4256
TN,chengalpattu,4114
TN,chengam,4188
TN,chennai,44
TN,chidambaram,4144
TN,coimbatore,422
TN,cuddalore,4142
TN,cumbum,4554
TN,denkanikoitah,4347
TN,devakottai,4561
TN,dharampuram,4258
TN,dharmapuri,4342
TN,dindigul,451
TN,erode,424
TN,gingee,4145
TN,gobichettipalayam,4285
TN,gudalur,4262
TN,gudiyatham,4171
TN,harur,4346
TN,hosur,4344
TN,jayamkondan,4331
TN,kallkurichi,4151
TN,kancheepuram,4112
TN,kangayam,4257
TN,karaikal,4368
TN,karaikudi,4565
TN,karur,4324
TN,keeranur,4339
TN,kodaikanal,4542
TN,kodumudi,4204
TN,kotagiri,4266
TN,kovilpatti,4632
TN,krishnagiri,4343
TN,kulithalai,4323
TN,kumbakonam,435
TN,kuzhithurai,4651
TN,madurai,452
TN,madurantagam,4115
TN,manamadurai,4574
TN,manaparai,4332
TN,mannargudi,4367
TN,mayiladuthurai,4364
TN,mettupalayam,4254
TN,metturdam,4298
TN,mudukulathur,4576
TN,mulanur,4202
TN,musiri,4326
TN,nagapattinam,4365
TN,nagercoil,4652
TN,namakkal,4286
TN,nanguneri,4635
TN,natham,4544
TN,oddanchatram,4553
TN,omalur,4290
TN,ootacamund,423
TN,orathanad,4372
TN,palacode,4348
TN,palani,4545
TN,palladum,4255
TN,papanasam,4374
TN,paramakudi,4564
TN,pattukottai,4373
TN,perambalur,4328
TN,perundurai,4294
TN,pollachi,4259
TN,polur,4181
TN,pondicherry,413
TN,ponnamaravathi,4333
TN,ponneri,4119
TN,pudukkottai,4322
TN,rajapalayam,4563
TN,ramanathpuram,4567
TN,rameshwaram,4573
TN,ranipet,4172
TN,rasipuram,4287
TN,salem,427
TN,sankagiri,4283
TN,sankaran koil,4636
TN,sathiyamangalam,4295
TN,sivaganga,4575
TN,sriperumpudur,4111
TN,srivaikundam,4630
TN,tenkasi,4633
TN,thanjavur,4362
TN,theni,4546
TN,thirumanglam,4549
TN,thiruraipoondi,4369
TN,thuraiyure,4327
TN,tindivanam,4147
TN,tiruchendur,4639
TN,tiruchengode,4288
TN,tirunelvelli,462
TN,tirupathur,4577
TN,tirupattur,4179
TN,tirupur,421
TN,tiruttani,4118
TN,tiruvannamalai,4175
TN,tiruvarur,4366
TN,tiruvellore,4116
TN,tiruvettipuram,4182
TN,trichy,431
TN,tuticorin,461
TN,udumalpet,4252
TN,ulundurpet,4149
TN,usiliampatti,4552
TN,uthangarai,4341
TN,valapady,4292
TN,valliyoor,4637
TN,vaniyambadi,4174
TN,vedasandur,4551
TN,vellore,416
TN,velur,4268
TN,vilathikulam,4638
TN,villupuram,4146
TN,virudhachalam,4143
TN,virudhunagar,4562
TN,wandiwash,4183
TN,yercaud,4281
UPE,akbarpur,5111
UPE,akbarpur-i (akbarpur),5271
UPE,akbarpur-ii (jalalpur),5275
UPE,allahabad,532
UPE,amethi,5368
UPE,auraiya,5683
UPE,azamgarh,5462
UPE,baberu,5190
UPE,bahraich-i (bahrailh),5252
UPE,bahraich-ii (bhinga),5250
UPE,balarampur-i (balrampur),5263
UPE,balarampur-ii (tulsipur),5264
UPE,ballia-i (ballia),5498
UPE,ballia-ii (raniganj),5496
UPE,banda,5192
UPE,bansdeeh,5494
UPE,bansgaon -i (bansgaon),5525
UPE,bansgaon-ii (barhal ganj),5521
UPE,bansi,5545
UPE,barabanki,5248
UPE,basti,5542
UPE,bhadohi,5414
UPE,bharthana,5680
UPE,bharwari,5331
UPE,bhogaon,5673
UPE,bhognipur (pakhrayan),5113
UPE,bidhuna,5681
UPE,bikapur,5270
UPE,bilgam-i (madhoganj),5851
UPE,bilgram-ii (sandi),5855
UPE,bilhaur,5112
UPE,bindki,5181
UPE,biswan,5863
UPE,captanganj (khadda),5563
UPE,"captanganj-i 
(captanganj)",5567
UPE,chakia,5413
UPE,chandauli (mugalsarai),5412
UPE,charkhari,5283
UPE,chhibramau,5691
UPE,chirgaon (moth),5170
UPE,chunur,5443
UPE,dalmau-i (dalmau),5317
UPE,dalmau-ii (lalganj),5315
UPE,deoria,5568
UPE,derapur (jhinjak),5114
UPE,domariyaganj,5541
UPE,dudhi-i (dudhi),5447
UPE,dudhi-ii (pipri),5446
UPE,etawah,5688
UPE,faizabad,5278
UPE,farrukhabad (fategarh),5692
UPE,fateh-pur-i (fatehpur),5180
UPE,fatehpur,5240
UPE,fatehpur-ii (gazipur),5183
UPE,garauth,5171
UPE,ghatampur,5115
UPE,ghazipur,548
UPE,ghosi,5461
UPE,gonda,5262
UPE,gorakhpur,551
UPE,haidergarh,5244
UPE,hamirpur,5282
UPE,hardoi-i (hardoi),5852
UPE,hardoi-ii (baghavli),5850
UPE,harraiya,5546
UPE,hasanganj,5143
UPE,jalalabad,5843
UPE,jalaun,5168
UPE,jasrana,5671
UPE,jaunpur,5452
UPE,jhansi,5174
UPE,kadipur,5364
UPE,kaimganj,5690
UPE,kaisarganh-ii (mahasi),5255
UPE,kaisarganj-i (kaiserganj),5251
UPE,kalpi,5164
UPE,kannauj,5694
UPE,kanpur,512
UPE,"karchhana 
(shankergarh)",5333
UPE,karhal,5677
UPE,karvi -i (karvi),5198
UPE,karvi-ii (manikpur),5194
UPE,kerakat,5450
UPE,khaga,5182
UPE,khalilabad -i,5547
UPE,khalilabad-ii (mehdawal),5548
UPE,kheri-i (kheri),5872
UPE,kheri-ii (bhira),5870
UPE,konch,5165
UPE,kunda,5341
UPE,lalganj,5463
UPE,lalitpur-i (lalitpur),5176
UPE,lalitpur-ii (talbehat),5175
UPE,lucknow,522
UPE,machlishahar,5454
UPE,maharajganj,5523
UPE,mahoba,5281
UPE,mainpuri,5672
UPE,malihabad,5212
UPE,mariyahu,5451
UPE,mau (rajapur),5195
UPE,maudaha,5284
UPE,maunathbhanjan,5464
UPE,mauranipur,5178
UPE,mehraun,5172
UPE,meja (sirsa),5334
UPE,mirzapur-i (mirzapur),5442
UPE,mirzapur-ii (hallia),5440
UPE,misrikh -i (misrikh),5865
UPE,misrikh-ii (aurangabad),5861
UPE,mohamdabad,5493
UPE,mohamdi-i (mohamdi),5876
UPE,mohamdi-ii (maigalganj),5875
UPE,musafirkhana,5361
UPE,nanpara-i (nanpara),5253
UPE,nanparah-ii (mihinpurwa),5254
UPE,naraini (attarra),5191
UPE,naugarh-i (tetribazar),5544
UPE,naugarh-ii (barhani),5543
UPE,nighasan-i (palliakalan),5871
UPE,nighasan-ii (tikonia),5873
UPE,nighasan-iii (dhaurahra),5874
UPE,orai,5162
UPE,padrauna,5564
UPE,patti,5343
UPE,"pharenda-i 
(compierganj)",5522
UPE,pharenda-ii (anand nagar),5524
UPE,phoolpur,5332
UPE,phulpur-i (phulpur),5460
UPE,phulpur-ii (atrawlia),5465
UPE,powayan,5844
UPE,pratapgarh,5342
UPE,purwa (bighapur),5142
UPE,raibareli,535
UPE,ramsanehi ghat,5241
UPE,rasara,5491
UPE,rath,5280
UPE,robertsganj -ii (obra),5445
UPE,robertsganj-i,5444
UPE,safipur,5144
UPE,sagri,5466
UPE,saidpur,5495
UPE,salempur-i (salempur),5566
UPE,salempur-ii (barhaj),5561
UPE,salon -i (salon),5311
UPE,salon-ii (jais),5313
UPE,sandila,5854
UPE,shahabad,5853
UPE,shahganj,5453
UPE,shahjahanpur,5842
UPE,shikohabad,5676
UPE,sidhauli (mahmodabad),5864
UPE,sitapur,5862
UPE,soraon,5335
UPE,sultanpur,5362
UPE,tanda-ii (baskhari),5274
UPE,tandai-i (tanda),5273
UPE,tarabganj-i (terabganj),5260
UPE,"tarabganj-ii 
(colonelganj)",5261
UPE,tilhar,5841
UPE,unnao,515
UPE,utraula,5265
UPE,varansi,542
UPE,zamania,5497
UPW,achhnera,5613
UPW,agra,562
UPW,aliganj (ganjdundwara),5740
UPW,aligarh,571
UPW,almora,5962
UPW,amroha,5922
UPW,aonla -i,5823
UPW,aonla-ii (ramnagar),5824
UPW,atrauli,5723
UPW,badaun,5832
UPW,bageshwar,5963
UPW,baghpat-ii (baraut),1234
UPW,baheri,5822
UPW,bareilly,581
UPW,bhatwari-i (gangotri),1377
UPW,bhatwari-i (uttarkashi),1374
UPW,bijnore-i,1342
UPW,bijnore-ii (chandpur),1345
UPW,bilari,5921
UPW,bisalpur,5881
UPW,bisauli,5834
UPW,budhana,1392
UPW,bulandshahr,5732
UPW,chakrata (dakpather),1360
UPW,chamoli,1372
UPW,champawat,5965
UPW,chhata (kosikalan),5662
UPW,dataganj,5831
UPW,debai,5734
UPW,dehradun,135
UPW,deoband,1336
UPW,deoprayag-i,1378
UPW,deoprayag-ii (jakholi),1370
UPW,dhampur,1344
UPW,dharchula,5967
UPW,dunda,1371
UPW,etah,5742
UPW,ferozabad,5612
UPW,garhmukteshwar,5731
UPW,ghaziabad+dadri,120
UPW,gunnaur,5836
UPW,haldwani-i,5946
UPW,haldwani-ii (chorgalian),5945
UPW,hapur,122
UPW,hasanpur,5924
UPW,hathras,5722
UPW,jalesar,5745
UPW,jansath (khatauli),1396
UPW,jarar,5614
UPW,joshimath-i,1389
UPW,joshimath-ii (badrinath),1381
UPW,kairana (shamli),1398
UPW,karan prayag,1363
UPW,kasganj,5744
UPW,kashipur,5947
UPW,khair,5724
UPW,khatima,5943
UPW,khatima-ii (sitarganj),5948
UPW,khurja,5738
UPW,kichha-i (rudrapur),5944
UPW,kichha-ii (bazpur),5949
UPW,lansdown-i,1386
UPW,lansdown-ii (kotdwara),1382
UPW,lansdown-iii (syunsi),1348
UPW,mant (vrindavan),5664
UPW,mathura,565
UPW,mawana,1233
UPW,meerut,121
UPW,modinagar,1232
UPW,moradabad,591
UPW,munsiari,5961
UPW,muzaffar nagar,131
UPW,nagina,1343
UPW,nainital,5942
UPW,najibabad,1341
UPW,nakur (gangoh),1331
UPW,nawabganj,5825
UPW,pahasu,5733
UPW,partapnagar,1379
UPW,pauri-i,1368
UPW,pauri-ii (bubakhal),1346
UPW,pilibhit,5882
UPW,pitamberpur,5821
UPW,pithoragarh,5964
UPW,puranpur,5880
UPW,purola,1373
UPW,rajgarhi,1375
UPW,rampur,595
UPW,ranikhet,5966
UPW,roorkee-i,1332
UPW,roorkee-ii (hardwar),1334
UPW,sadabad,5661
UPW,saharanpur,132
UPW,sahaswan,5833
UPW,sambhal,5923
UPW,sardhana,1237
UPW,shahabad,5960
UPW,sikandra rao,5721
UPW,sikandrabad,5735
UPW,siyana,5736
UPW,tehri,1376
UPW,ukhimath (guptkashi),1364
WB,adra,3251
WB,alipurduar,3564
WB,amlagora,3227
WB,arambag,3211
WB,asansol,341
WB,balurghat,3522
WB,bankura,3242
WB,basirhat,3217
WB,berhampur,3482
WB,bethuadahari,3474
WB,birpara,3563
WB,bishnupur,3244
WB,bolpur,3463
WB,bongoan,3215
WB,bubulchandi,3511
WB,burdwan,342
WB,canning,3218
WB,champadanga,3212
WB,contai,3220
WB,coochbehar,3582
WB,dalkhola,3525
WB,dantan,3229
WB,darjeeling,354
WB,dhaniakhali,3213
WB,dhuliyan,3485
WB,diamond harbour,3174
WB,dinhata,3581
WB,durgapur,343
WB,gangajalghati,3241
WB,gangarampur,3521
WB,gangtok,3592
WB,gauzing (nayabazar),3595
WB,ghatal,3225
WB,guskara,3452
WB,habra,3216
WB,haldia,3224
WB,harirampur,3524
WB,harishchandrapur,3513
WB,islampur (m),3481
WB,islampur (nd),3526
WB,jagatballavpur,3214
WB,jalpaiguri,3561
WB,jhalda,3254
WB,jhargram,3221
WB,kakdwip,3210
WB,kalchini,3566
WB,kalimpong,3552
WB,kalna,3454
WB,kandi,3484
WB,karimpur,3471
WB,katwa,3453
WB,kharagpur,3222
WB,khatra,3243
WB,kolkata,33
WB,krishna nagar,3472
WB,mal bazar,3562
WB,malda,3512
WB,manbazar,3253
WB,mathabhanga,3583
WB,mekhliganj,3584
WB,murshidabad (jiaganj),3483
WB,nagarakata,3565
WB,nalhati,3465
WB,nayagarh (kultikri),3223
WB,purulia,3252
WB,raiganj,3523
WB,rampur hat,3461
WB,ranaghat,3473
WB,seharabazar,3451
WB,siliguri,353
WB,suri,3462
WB,tamluk,3228
